car_location,car_mileage,car_link,car_name,car_price,car_license
呼和浩特,1.9万公里,https://www.guazi.com/nmg/8031e802ba444aecx.htm#fr_page=list&fr_pos=city&fr_no=19,大众凌渡 2017款 230TSI DSG风尚版,14.20万,2017年
日照,5.9万公里,https://www.guazi.com/rizhao/bbd1ee88f184b6bcx.htm#fr_page=list&fr_pos=city&fr_no=16,日产玛驰 2010款 1.5L 自动易炫版,3.90万,2011年
重庆,2.7万公里,https://www.guazi.com/cq/402c9562aac7882bx.htm#fr_page=list&fr_pos=city&fr_no=20,大众甲壳虫 2014款 1.2TSI 时尚型(进口),15.00万,2014年
广州,2.0万公里,https://www.guazi.com/gz/b398a18d2802364cx.htm#fr_page=list&fr_pos=city&fr_no=17,比亚迪S7 2015款 2.0T 升级版 自动尊贵型,9.00万,2016年
烟台,7.1万公里,https://www.guazi.com/yantai/957086a326cab75fx.htm#fr_page=list&fr_pos=city&fr_no=21,现代伊兰特 2011款 1.6L 手动舒适型,3.68万,2011年
杭州,7.1万公里,https://www.guazi.com/hz/6c5bc2083cbb0992x.htm#fr_page=list&fr_pos=city&fr_no=18,别克英朗 2010款 XT 1.6T 时尚运动版,7.50万,2011年
郑州,2.1万公里,https://www.guazi.com/zz/99e29640ca1ca710x.htm#fr_page=list&fr_pos=city&fr_no=22,福特福睿斯 2015款 1.5L 自动舒适型,7.68万,2016年
成都,1.8万公里,https://www.guazi.com/cd/5d75132b9c5f9c62x.htm#fr_page=list&fr_pos=city&fr_no=19,大众宝来 2008款 1.6L 手动时尚型,4.70万,2009年
西安,12.1万公里,https://www.guazi.com/xa/f95cd4b73aad6b0fx.htm#fr_page=list&fr_pos=city&fr_no=23,铃木北斗星 2012款 创业版 1.0L 手动超越型,1.76万,2013年
苏州,9.6万公里,https://www.guazi.com/su/9657590c04a998e9x.htm#fr_page=list&fr_pos=city&fr_no=20,凯迪拉克SRX 2010款 3.0L 豪华版(进口),16.98万,2010年
洛阳,2.8万公里,https://www.guazi.com/luoyang/1cdb6b25e570cd98x.htm#fr_page=list&fr_pos=city&fr_no=24,海马普力马 2013款 1.6L 手动7座开拓版,4.85万,2013年
长沙,4.0万公里,https://www.guazi.com/cs/5d0d12a45345d943x.htm#fr_page=list&fr_pos=city&fr_no=25,奥迪A4L 2013款 35 TFSI 自动标准型,19.80万,2013年
成都,2.7万公里,https://www.guazi.com/cd/bd62401365abb91bx.htm#fr_page=list&fr_pos=city&fr_no=21,现代朗动 2015款 1.6L 手动时尚型,7.06万,2014年
泉州,2.5万公里,https://www.guazi.com/quanzhou/cedf277e6199a8ffx.htm#fr_page=list&fr_pos=city&fr_no=26,金龙金威 2015款 2.0L实用超值型4G21B,4.60万,2016年
威海,14.8万公里,https://www.guazi.com/wei/1911d9ce77a814d5x.htm#fr_page=list&fr_pos=city&fr_no=27,长城金迪尔 2008款 2.8T豪华型小双排GW2.8TDI-2,2.50万,2012年
达州,0.8万公里,https://www.guazi.com/dazhou/5ceb59975d0d71c1x.htm#fr_page=list&fr_pos=city&fr_no=22,五菱宏光 2015款 1.5L S基本型,3.60万,2016年
哈尔滨,900公里,https://www.guazi.com/hrb/094c7751da249c16x.htm#fr_page=list&fr_pos=city&fr_no=23,铃木雨燕 2016款 1.5L 自动时尚型酷玩版,6.70万,2017年
苏州,6.2万公里,https://www.guazi.com/su/ef1cbbb6d42f6edfx.htm#fr_page=list&fr_pos=city&fr_no=28,大众途观 2015款 1.8TSI 自动两驱豪华型,20.00万,2015年
昆明,8.9万公里,https://www.guazi.com/km/7a0f5671148121fax.htm#fr_page=list&fr_pos=city&fr_no=24,大众桑塔纳志俊 2010款 1.6L 手动舒适型,3.60万,2012年
佳木斯,5.1万公里,https://www.guazi.com/jiamusi/1536f06678c000b7x.htm#fr_page=list&fr_pos=city&fr_no=29,本田雅阁 2014款 2.0L EX 豪华版,14.70万,2014年
廊坊,7.2万公里,https://www.guazi.com/langfang/44c8a4bad0200efbx.htm#fr_page=list&fr_pos=city&fr_no=25,东南V3菱悦 2012款 改款 1.5L 手动豪华版,3.00万,2013年
乌鲁木齐,9.9万公里,https://www.guazi.com/xj/9388758efa63a93ax.htm#fr_page=list&fr_pos=city&fr_no=30,双龙爱腾 2011款 2.0T 四驱豪华柴油版,8.00万,2012年
青岛,4.7万公里,https://www.guazi.com/qd/71495beca7e7f25fx.htm#fr_page=list&fr_pos=city&fr_no=26,纳智捷大7 SUV 2011款 2.2T 两驱智慧型,9.00万,2012年
重庆,6.0万公里,https://www.guazi.com/cq/b975c8d18e143f39x.htm#fr_page=list&fr_pos=city&fr_no=31,福特翼虎 2013款 2.0L GTDi 四驱运动型,16.00万,2013年
绍兴,8.7万公里,https://www.guazi.com/shaoxing/b1eb8d3852cfd4e5x.htm#fr_page=list&fr_pos=city&fr_no=27,日产骐达 2008款 1.6L 自动时尚型,5.20万,2011年
齐齐哈尔,12.6万公里,https://www.guazi.com/qiqihaer/6780284be5ab4489x.htm#fr_page=list&fr_pos=city&fr_no=32,本田思域 2012款 1.8L 自动豪华版,7.80万,2012年
杭州,8.7万公里,https://www.guazi.com/hz/48d452dd0246795fx.htm#fr_page=list&fr_pos=city&fr_no=33,陆风X8 2012款 探索版 2.0L 都市先锋版,4.80万,2013年
成都,13.8万公里,https://www.guazi.com/cd/284d1e940dfff6c4x.htm#fr_page=list&fr_pos=city&fr_no=28,马自达3 2007款 1.6L 自动标准型,3.58万,2008年
深圳,10.0万公里,https://www.guazi.com/sz/256f8d13e11e7d9cx.htm#fr_page=list&fr_pos=city&fr_no=34,大众迈腾 2011款 1.8TSI DSG舒适型,9.80万,2011年
北京,6.5万公里,https://www.guazi.com/bj/2c61786bc4e59f8ex.htm#fr_page=list&fr_pos=city&fr_no=29,日产逍客 2011款 2.0XL 火 6MT 2WD,6.80万,2011年
北京,9.7万公里,https://www.guazi.com/bj/968d5d0a712afc48x.htm#fr_page=list&fr_pos=city&fr_no=30,现代ix35 2010款 2.0L 自动两驱精英版GLS,9.10万,2012年
嘉兴,0.5万公里,https://www.guazi.com/jiaxing/dd17163fa4c5dba5x.htm#fr_page=list&fr_pos=city&fr_no=35,哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱都市型,10.98万,2016年
济南,3.8万公里,https://www.guazi.com/jn/24b34279a6d6d792x.htm#fr_page=list&fr_pos=city&fr_no=31,哈弗H6 2013款 升级版 1.5T 手动两驱精英型,6.90万,2013年
济南,0.4万公里,https://www.guazi.com/jn/9881613271db3e9dx.htm#fr_page=list&fr_pos=city&fr_no=36,凯翼C3 2015款 1.5L 手动金钻型,4.60万,2016年
青岛,12.2万公里,https://www.guazi.com/qd/e39c6bd324558ec4x.htm#fr_page=list&fr_pos=city&fr_no=32,本田CR-V 2012款 2.4L 四驱豪华版,14.28万,2012年
哈尔滨,3.1万公里,https://www.guazi.com/hrb/12ebad15ac53cbb2x.htm#fr_page=list&fr_pos=city&fr_no=37,本田奥德赛 2014款 2.4L 豪华版,21.50万,2015年
德州,5.9万公里,https://www.guazi.com/dezhou/c4eab55975ff0f40x.htm#fr_page=list&fr_pos=city&fr_no=33,铃木羚羊 2012款 1.3L 标准型,2.00万,2013年
兰州,4.3万公里,https://www.guazi.com/lz/fe9ca1b46eda27fax.htm#fr_page=list&fr_pos=city&fr_no=38,瑞麒M1 2010款 进化版 1.3L 自动豪华型,2.00万,2010年
青岛,1.6万公里,https://www.guazi.com/qd/bd74d99891925bb4x.htm#fr_page=list&fr_pos=city&fr_no=34,现代瑞纳 2016款 1.4L 手动智能型GLS,5.68万,2016年
西安,5.4万公里,https://www.guazi.com/xa/001c20ef5dcb2470x.htm#fr_page=list&fr_pos=city&fr_no=39,大众POLO 2013款 1.6L 自动豪华版,7.35万,2013年
青岛,3.4万公里,https://www.guazi.com/qd/a88dadeeb1d518d8x.htm#fr_page=list&fr_pos=city&fr_no=35,丰田凯美瑞 2012款 骏瑞 2.0S 耀动版,12.98万,2014年
廊坊,0.6万公里,https://www.guazi.com/langfang/ea939cbed34b2226x.htm#fr_page=list&fr_pos=city&fr_no=36,哈弗H6 2017款 蓝标 运动版 1.5T 手动两驱精英型,9.50万,2017年
成都,0.8万公里,https://www.guazi.com/cd/a696f75c9007bbacx.htm#fr_page=list&fr_pos=city&fr_no=37,吉利博越 2016款 1.8TD 自动智尚型,11.98万,2017年
北京,9.5万公里,https://www.guazi.com/bj/4ae9da18a5ef4b19x.htm#fr_page=list&fr_pos=city&fr_no=38,大众朗逸 2011款 1.4TSI DSG品雅版,7.20万,2012年
青岛,2.1万公里,https://www.guazi.com/qd/3ea74806c56d0c80x.htm#fr_page=list&fr_pos=city&fr_no=39,长安商用长安之星3 2015款 1.0L基本型非空调C10,1.88万,2015年
重庆,7.8万公里,https://www.guazi.com/cq/fbe4c30ede495218x.htm#fr_page=list&fr_pos=city&fr_no=0,大众POLO 2013款 1.4L 手动风尚版,4.38万,2012年
郑州,1.4万公里,https://www.guazi.com/zz/4f5b8bc1ecda5831x.htm#fr_page=list&fr_pos=city&fr_no=1,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,12.60万,2016年
呼和浩特,2.4万公里,https://www.guazi.com/nmg/cd2628036f162ed2x.htm#fr_page=list&fr_pos=city&fr_no=2,吉利经典帝豪 2013款 三厢 1.8L 手动精英型,4.98万,2014年
南京,9.0万公里,https://www.guazi.com/nj/7b3a7f967e46cbdcx.htm#fr_page=list&fr_pos=city&fr_no=3,大众途观 2012款 1.8TSI 自动两驱菁英版,16.58万,2013年
唐山,4.0万公里,https://www.guazi.com/tangshan/080daa8c1db04115x.htm#fr_page=list&fr_pos=city&fr_no=4,长城M4 2012款 1.5L 手动豪华型,3.98万,2012年
大庆,17.1万公里,https://www.guazi.com/daqing/f4b82426f0a022f0x.htm#fr_page=list&fr_pos=city&fr_no=5,海马海福星 2007款 1.6L 手动舒适GLX,1.85万,2008年
长治,8.1万公里,https://www.guazi.com/changzhi/36ae1a70bf7402a8x.htm#fr_page=list&fr_pos=city&fr_no=6,别克英朗 2010款 XT 1.6T 时尚运动版,6.00万,2010年
济宁,3.6万公里,https://www.guazi.com/jining/190410a6eecaf88cx.htm#fr_page=list&fr_pos=city&fr_no=7,大众捷达 2015款 1.6L 手动舒适型,7.50万,2016年
苏州,10.1万公里,https://www.guazi.com/su/652477c0440e9e5ax.htm#fr_page=list&fr_pos=city&fr_no=8,现代伊兰特 2011款 1.6L 手动舒适型,3.80万,2011年
济宁,8.7万公里,https://www.guazi.com/jining/add23dc60d044e57x.htm#fr_page=list&fr_pos=city&fr_no=9,大众Passat领驭 2009款 2.0L MFI 自动尊享型,6.98万,2010年
大连,12.4万公里,https://www.guazi.com/dl/55bd654f8f5fa2f3x.htm#fr_page=list&fr_pos=city&fr_no=10,大众朗逸 2008款 2.0L 自动品雅版,5.30万,2009年
新乡,11.0万公里,https://www.guazi.com/xinxiang/75dcd77262a675a7x.htm#fr_page=list&fr_pos=city&fr_no=11,现代ix35 2010款 2.4L 自动四驱领航版GLS,8.87万,2011年
济南,4.5万公里,https://www.guazi.com/jn/04b7c32e82616f30x.htm#fr_page=list&fr_pos=city&fr_no=12,一汽威志V2 2010款 1.3L 手动舒适型,1.75万,2012年
临沂,5.7万公里,https://www.guazi.com/linyi/cb7187d56fc0d191x.htm#fr_page=list&fr_pos=city&fr_no=13,比亚迪F0 2012款 1.0L 铉酷型,1.20万,2012年
包头,6.5万公里,https://www.guazi.com/baotou/1e9d634da3dfe2d5x.htm#fr_page=list&fr_pos=city&fr_no=14,雪铁龙C5 2013款 2.0L 自动尊享型,9.00万,2013年
开封,14.8万公里,https://www.guazi.com/kaifeng/f53b97d0fd606e1ax.htm#fr_page=list&fr_pos=city&fr_no=15,丰田汉兰达 2011款 2.7L 两驱7座豪华版,15.80万,2012年
遂宁,3.7万公里,https://www.guazi.com/suining/2446b44c59fa1e7dx.htm#fr_page=list&fr_pos=city&fr_no=16,起亚K3 2016款 1.6L 手动GLS,7.50万,2016年
南京,6.1万公里,https://www.guazi.com/nj/4677dc106092b314x.htm#fr_page=list&fr_pos=city&fr_no=17,标致307 2010款 两厢 1.6L 手动舒适版,3.60万,2010年
石家庄,13.2万公里,https://www.guazi.com/sjz/409a2f80928564e6x.htm#fr_page=list&fr_pos=city&fr_no=18,奥迪Q5 2012款 2.0TFSI 进取型,21.30万,2012年
南宁,3.8万公里,https://www.guazi.com/nn/0175535836ea0405x.htm#fr_page=list&fr_pos=city&fr_no=19,奔腾B70 2014款 2.0L 自动舒适型,7.50万,2015年
无锡,9.6万公里,https://www.guazi.com/wx/25f8954e3c8cfd58x.htm#fr_page=list&fr_pos=city&fr_no=20,奇瑞风云2 2010款 掀背 1.5L 豪华型,1.66万,2010年
承德,0.9万公里,https://www.guazi.com/chengde/7d44caa104cddc8fx.htm#fr_page=list&fr_pos=city&fr_no=21,现代索纳塔 2015款 第九代索纳塔 1.6TGDI 双离合 DLX 尊贵型,15.20万,2015年
南昌,1.4万公里,https://www.guazi.com/nc/04a9a67dccd2cdf8x.htm#fr_page=list&fr_pos=city&fr_no=22,路虎揽胜极光 2015款 2.0T 五门智耀版,35.99万,2016年
长治,6.2万公里,https://www.guazi.com/changzhi/5cb44c75b918b4cax.htm#fr_page=list&fr_pos=city&fr_no=23,福特福克斯 2013款 两厢经典 1.8L 自动基本型,6.00万,2013年
南通,9.5万公里,https://www.guazi.com/nantong/1a04e9dd6ffef723x.htm#fr_page=list&fr_pos=city&fr_no=24,江淮瑞风M5 2013款 2.0T 汽油手动商务版,9.50万,2014年
重庆,6.9万公里,https://www.guazi.com/cq/5ddcbd0e446fa8afx.htm#fr_page=list&fr_pos=city&fr_no=25,江铃驭胜S350 2013款 2.4T 自动四驱柴油超豪华版7座,12.80万,2014年
石家庄,11.6万公里,https://www.guazi.com/sjz/08e85788c8a1dc4bx.htm#fr_page=list&fr_pos=city&fr_no=26,奔腾B50 2012款 1.6L 手动时尚型,3.68万,2011年
烟台,4.0万公里,https://www.guazi.com/yantai/3c3c3e90a17a194dx.htm#fr_page=list&fr_pos=city&fr_no=27,现代朗动 2012款 1.6L 手动领先型,7.10万,2014年
徐州,1.6万公里,https://www.guazi.com/xuzhou/1192f6d22759467ax.htm#fr_page=list&fr_pos=city&fr_no=28,雪铁龙C3-XR 2015款 1.6THP 自动智能型,9.50万,2015年
株洲,1.8万公里,https://www.guazi.com/zhuzhou/c01664c88c4f8a0dx.htm#fr_page=list&fr_pos=city&fr_no=29,东风风神L60 2015款 1.6L 手动新动型,6.18万,2016年
重庆,7.9万公里,https://www.guazi.com/cq/b0bc723d63b1619fx.htm#fr_page=list&fr_pos=city&fr_no=30,长安悦翔 2009款 三厢 1.5L 自动尊贵型,2.05万,2009年
鞍山,3.8万公里,https://www.guazi.com/anshan/b371700191141999x.htm#fr_page=list&fr_pos=city&fr_no=31,丰田雷凌 2014款 1.6G 手动精英版,8.50万,2015年
衢州,15.5万公里,https://www.guazi.com/quzhou/f688ddf43d8d4cb9x.htm#fr_page=list&fr_pos=city&fr_no=32,马自达6 2008款 2.0L 自动时尚型,6.40万,2010年
天津,3.8万公里,https://www.guazi.com/tj/3b56fbea1d6d8a41x.htm#fr_page=list&fr_pos=city&fr_no=33,奥迪Q3 2015款 30 TFSI 舒适型,20.90万,2015年
南通,8.5万公里,https://www.guazi.com/nantong/7f3c74ed2eae7482x.htm#fr_page=list&fr_pos=city&fr_no=34,本田CR-V 2010款 2.0L 自动四驱经典版,11.00万,2010年
大连,3.6万公里,https://www.guazi.com/dl/66cdf78b920e8ae0x.htm#fr_page=list&fr_pos=city&fr_no=35,奔腾X80 2015款 2.0L 自动舒适周年纪念型,9.20万,2015年
重庆,11.0万公里,https://www.guazi.com/cq/e22effb88fc24ea0x.htm#fr_page=list&fr_pos=city&fr_no=36,雪佛兰科鲁兹 2011款 1.6L SL天地版 AT,4.90万,2011年
南京,5.6万公里,https://www.guazi.com/nj/437b290fc4f81966x.htm#fr_page=list&fr_pos=city&fr_no=37,雪铁龙世嘉 2011款 三厢 1.6L 自动时尚型,5.00万,2011年
大同,13.4万公里,https://www.guazi.com/datong/009b948b9e25f347x.htm#fr_page=list&fr_pos=city&fr_no=38,别克凯越 2011款 1.6LE-AT,4.00万,2010年
重庆,3.6万公里,https://www.guazi.com/cq/6c1e07cfc1b43621x.htm#fr_page=list&fr_pos=city&fr_no=39,福田蒙派克E 2016款 2.0L商运版 4Gi-VVT4Gi-VVT,6.80万,2015年
福州,5.4万公里,https://www.guazi.com/fz/dc3f0b51ca672c5cx.htm#fr_page=list&fr_pos=city&fr_no=0,福特嘉年华 2011款 两厢 1.5L 自动时尚型,4.80万,2012年
桂林,0.8万公里,https://www.guazi.com/gl/853445f03e3ae10ex.htm#fr_page=list&fr_pos=city&fr_no=1,大众POLO 2014款 1.4L 自动舒适版,6.38万,2015年
金华,3.8万公里,https://www.guazi.com/jinhua/da3fbf2185ef1707x.htm#fr_page=list&fr_pos=city&fr_no=2,长城M4 2012款 1.5L 手动舒适型,3.50万,2013年
威海,1.2万公里,https://www.guazi.com/wei/8d4d2118b1766d31x.htm#fr_page=list&fr_pos=city&fr_no=3,大众捷达 2017款 1.5L 自动时尚型,7.77万,2017年
厦门,5.0万公里,https://www.guazi.com/xm/8cb6486ce4acf8adx.htm#fr_page=list&fr_pos=city&fr_no=4,福特福克斯 2013款 三厢经典 1.8L 手动基本型,5.70万,2013年
南充,1.2万公里,https://www.guazi.com/nanchong/3a40efc4b36ba099x.htm#fr_page=list&fr_pos=city&fr_no=5,中华V3 2016款 1.5L 手动智能型,5.70万,2016年
常州,4.0万公里,https://www.guazi.com/changzhou/91da35adbbda45aex.htm#fr_page=list&fr_pos=city&fr_no=6,大众速腾 2014款 改款 1.4TSI 手动豪华型,9.38万,2014年
苏州,3.9万公里,https://www.guazi.com/su/63b9176d0d3fc747x.htm#fr_page=list&fr_pos=city&fr_no=7,荣威350 2015款 1.5L 自动尊享版,6.50万,2015年
内江,8.2万公里,https://www.guazi.com/neijiang/4171eff0b20bc93ex.htm#fr_page=list&fr_pos=city&fr_no=8,奇瑞风云2 2010款 两厢 1.5L 尊贵型,1.60万,2011年
佳木斯,300公里,https://www.guazi.com/jiamusi/e5a4619ba12ee9b2x.htm#fr_page=list&fr_pos=city&fr_no=9,奇瑞瑞虎7 2017款 SPORT 1.5T 自动精英版,11.40万,2017年
合肥,5.0万公里,https://www.guazi.com/hf/dc49470c293adbf5x.htm#fr_page=list&fr_pos=city&fr_no=10,福特福克斯 2013款 三厢经典 1.8L 自动时尚型,5.88万,2013年
济南,9.3万公里,https://www.guazi.com/jn/a181c93a8a1d12e6x.htm#fr_page=list&fr_pos=city&fr_no=11,铃木雨燕 2008款 1.5L 手动超炫炫锐款,2.20万,2009年
长治,0.9万公里,https://www.guazi.com/changzhi/5bee0c0bc35cd470x.htm#fr_page=list&fr_pos=city&fr_no=12,东风小康东风风光580 2016款 1.5T 手动豪华型,7.20万,2016年
新乡,6.1万公里,https://www.guazi.com/xinxiang/c95525f96576d3f0x.htm#fr_page=list&fr_pos=city&fr_no=13,比亚迪G3 2012款 1.5L 手动豪华型,3.00万,2013年
长春,4.8万公里,https://www.guazi.com/cc/941606725390e397x.htm#fr_page=list&fr_pos=city&fr_no=14,现代悦动 2011款 1.6L 手动豪华型,5.30万,2012年
重庆,5.8万公里,https://www.guazi.com/cq/b3b881925f18ea33x.htm#fr_page=list&fr_pos=city&fr_no=15,长安CS35 2014款 1.6L 自动豪华型 国IV,5.30万,2013年
呼和浩特,6.1万公里,https://www.guazi.com/nmg/fbd192dc91e2ae2dx.htm#fr_page=list&fr_pos=city&fr_no=16,大众高尔夫 2011款 1.4TSI 自动舒适型,7.98万,2011年
昆明,7.0万公里,https://www.guazi.com/km/3438afef62cae4a4x.htm#fr_page=list&fr_pos=city&fr_no=17,雪佛兰科鲁兹 2012款 1.8L SX AT,6.20万,2012年
大同,6.4万公里,https://www.guazi.com/datong/5e4304ffe597e90fx.htm#fr_page=list&fr_pos=city&fr_no=18,别克君越 2013款 2.4L SIDI精英舒适型,15.20万,2014年
包头,4.2万公里,https://www.guazi.com/baotou/be9de580558f5445x.htm#fr_page=list&fr_pos=city&fr_no=19,江淮瑞风M2 2012款 1.8L MT宜商豪华版5座,3.50万,2014年
重庆,5.5万公里,https://www.guazi.com/cq/655c68ab6b2a2dccx.htm#fr_page=list&fr_pos=city&fr_no=20,长安逸动 2013款 XT 1.5T 自动炫酷型,5.18万,2013年
襄阳,4.1万公里,https://www.guazi.com/xiangyang/5d8f0762bc13fdedx.htm#fr_page=list&fr_pos=city&fr_no=21,标致3008 2015款 1.6THP 自动潮流版,11.36万,2015年
重庆,12.9万公里,https://www.guazi.com/cq/6fbbf115bc33d433x.htm#fr_page=list&fr_pos=city&fr_no=22,日产逍客 2012款 2.0XL 火 6MT 2WD,6.60万,2012年
西安,5.0万公里,https://www.guazi.com/xa/cd3b215a4b7f826cx.htm#fr_page=list&fr_pos=city&fr_no=23,福特福克斯 2012款 两厢 1.6L 自动风尚型,7.50万,2013年
湖州,6.8万公里,https://www.guazi.com/huzhou/381302605da737a8x.htm#fr_page=list&fr_pos=city&fr_no=24,起亚福瑞迪 2011款 1.6L MT GL,3.60万,2011年
湖州,8.1万公里,https://www.guazi.com/huzhou/595e9cb286da3d7ax.htm#fr_page=list&fr_pos=city&fr_no=25,别克君威 2010款 2.0L 世博版,8.00万,2011年
吉林,8.3万公里,https://www.guazi.com/jilin/5a5a145e2715bc00x.htm#fr_page=list&fr_pos=city&fr_no=26,大众速腾 2012款 1.4TSI 自动豪华型,9.95万,2013年
无锡,7.3万公里,https://www.guazi.com/wx/92c518428bc66165x.htm#fr_page=list&fr_pos=city&fr_no=27,起亚福瑞迪 2011款 1.6L AT GL,4.50万,2010年
武汉,3.9万公里,https://www.guazi.com/wh/755037ead51e85e7x.htm#fr_page=list&fr_pos=city&fr_no=28,标致308 2012款 1.6L 自动风尚型,5.60万,2012年
莆田,3.9万公里,https://www.guazi.com/putian/6a6d8e3d3c0c868bx.htm#fr_page=list&fr_pos=city&fr_no=29,吉利豪情SUV 2014款 2.4L 自动两驱豪华型,7.80万,2015年
大连,9.4万公里,https://www.guazi.com/dl/c8ee9d9ebb509a88x.htm#fr_page=list&fr_pos=city&fr_no=30,海马海福星 2010款 1.6L 手动标准版,2.25万,2010年
南通,8.2万公里,https://www.guazi.com/nantong/5237b4dee5719778x.htm#fr_page=list&fr_pos=city&fr_no=31,MG6 2012款 掀背 1.8L 手动舒适版,6.50万,2013年
廊坊,9.2万公里,https://www.guazi.com/langfang/b5943f32f031747fx.htm#fr_page=list&fr_pos=city&fr_no=32,Jeep指南者 2014款 2.4L 四驱蛇行珍藏版(进口),14.24万,2014年
重庆,4.0万公里,https://www.guazi.com/cq/a462f71703b70787x.htm#fr_page=list&fr_pos=city&fr_no=33,斯柯达昕锐 2016款 1.6L 自动创行版,7.30万,2016年
成都,16.6万公里,https://www.guazi.com/cd/4d98fc9acc3cc7c4x.htm#fr_page=list&fr_pos=city&fr_no=34,丰田花冠 2010款 1.6L 手动豪华版,4.08万,2010年
福州,6.2万公里,https://www.guazi.com/fz/09f3951c3214f238x.htm#fr_page=list&fr_pos=city&fr_no=35,陆风X5 2013款 2.0T 手动创领版,6.38万,2014年
济南,6.4万公里,https://www.guazi.com/jn/8f1949f9679d0a2cx.htm#fr_page=list&fr_pos=city&fr_no=36,一汽威志 2009款 三厢 1.5L 手动标准型,1.16万,2009年
昆明,0.9万公里,https://www.guazi.com/km/a87a8dfb3cc6f6b0x.htm#fr_page=list&fr_pos=city&fr_no=37,奇瑞瑞虎3 2014款 1.6L 手动智尚版,5.10万,2014年
广安,1.6万公里,https://www.guazi.com/guangan/59310162bf117d67x.htm#fr_page=list&fr_pos=city&fr_no=38,一汽森雅S80 2015款 1.5L 手动7座都市版,5.70万,2015年
合肥,2.1万公里,https://www.guazi.com/hf/f3b4cfd8e69470fcx.htm#fr_page=list&fr_pos=city&fr_no=39,雪佛兰科鲁兹 2016款 1.5L 自动豪华版,8.58万,2015年
上海,6.0万公里,https://www.guazi.com/sh/301b1eb7a34f7c59x.htm#fr_page=list&fr_pos=city&fr_no=0,宝马X1 2010款 sDrive18i豪华型(进口),16.80万,2011年
武汉,0.2万公里,https://www.guazi.com/wh/d826dea63e6695b3x.htm#fr_page=list&fr_pos=city&fr_no=1,东风风神AX5 2017款 1.4T 自动趣享型,10.00万,2017年
重庆,3.6万公里,https://www.guazi.com/cq/5d51773f4616b2e3x.htm#fr_page=list&fr_pos=city&fr_no=2,本田飞度 2014款 1.5L EX CVT精英型,8.00万,2014年
太原,0.2万公里,https://www.guazi.com/ty/7630b6635c82d61ex.htm#fr_page=list&fr_pos=city&fr_no=3,铃木启悦 2015款 1.6L 手动舒享型,7.85万,2017年
长春,3.2万公里,https://www.guazi.com/cc/43a6eef63a8f6e7ax.htm#fr_page=list&fr_pos=city&fr_no=4,福特锐界 2016款 EcoBoost 245 四驱尊锐型 7座,31.50万,2016年
乌鲁木齐,6.7万公里,https://www.guazi.com/xj/5bb9e7de8d15d7dax.htm#fr_page=list&fr_pos=city&fr_no=5,起亚K2 2012款 三厢 1.4L MT GLS纪念版,4.90万,2013年
西安,6.2万公里,https://www.guazi.com/xa/1ba661a8e80652c4x.htm#fr_page=list&fr_pos=city&fr_no=6,现代索纳塔八 2014款 2.4L 自动领先版 国IV,11.80万,2015年
佛山,5.4万公里,https://www.guazi.com/foshan/f076018f3e1231bbx.htm#fr_page=list&fr_pos=city&fr_no=7,丰田RAV4 2013款 2.5L 自动四驱豪华版,17.60万,2014年
东莞,7.2万公里,https://www.guazi.com/dg/1c0c66e0e57503cbx.htm#fr_page=list&fr_pos=city&fr_no=8,福特翼搏 2013款 1.0L GTDi 手动尊贵型,6.88万,2014年
苏州,6.8万公里,https://www.guazi.com/su/21d017cb36342f4ex.htm#fr_page=list&fr_pos=city&fr_no=9,江淮瑞鹰 2011款 2.0L 两驱进取型,2.50万,2011年
天津,14.4万公里,https://www.guazi.com/tj/a1a73c658cb503a5x.htm#fr_page=list&fr_pos=city&fr_no=10,日产骊威 2010款 劲悦版 1.6L 手动全能型,4.00万,2011年
乌鲁木齐,8.8万公里,https://www.guazi.com/xj/b783ea45ba7bb008x.htm#fr_page=list&fr_pos=city&fr_no=11,吉利GC7 2012款 1.8L 手动豪华型,3.10万,2012年
北京,1.9万公里,https://www.guazi.com/bj/e5fe33623c4bb94ex.htm#fr_page=list&fr_pos=city&fr_no=12,丰田卡罗拉 2014款 1.6L CVT GL-i,11.00万,2016年
烟台,11.2万公里,https://www.guazi.com/yantai/c21d57baad63c036x.htm#fr_page=list&fr_pos=city&fr_no=13,现代悦动 2011款 1.6L 手动舒适型,4.28万,2011年
呼和浩特,12.1万公里,https://www.guazi.com/nmg/0fa5882d48c0a641x.htm#fr_page=list&fr_pos=city&fr_no=14,丰田卡罗拉 2011款 1.6L 手动GL,6.60万,2011年
西安,2.0万公里,https://www.guazi.com/xa/a68508277abd40cfx.htm#fr_page=list&fr_pos=city&fr_no=15,北汽威旺M20 2014款 1.5L基本型DAM15DL,3.38万,2015年
成都,0.4万公里,https://www.guazi.com/cd/8e1889bb5e300fcdx.htm#fr_page=list&fr_pos=city&fr_no=16,五菱之光 2015款 1.2L 标准型LSI,2.90万,2017年
中山,0.9万公里,https://www.guazi.com/zhongshan/52d521fa4e1dd5edx.htm#fr_page=list&fr_pos=city&fr_no=17,别克君威 2015款 1.6T 时尚技术型,16.80万,2015年
郑州,2.2万公里,https://www.guazi.com/zz/08a57aca1b19bbd1x.htm#fr_page=list&fr_pos=city&fr_no=18,大众POLO 2012款 1.6L Cross POLO AT,7.66万,2014年
